# FrameTime=1781596344.71, PointCount=523
6.2111,17.0096
6.1895,16.9494
6.1444,17.0088
6.1211,17.0634
6.2628,9.9895
6.0744,17.1373
6.0518,17.1367
6.0276,17.1859
5.9808,17.2193
5.9336,17.2524
5.9107,17.2513
5.8878,17.2502
5.8630,17.2840
5.8374,17.3276
5.8145,17.3219
5.7939,17.2806
5.7764,17.1945
5.7444,17.3275
5.7192,17.3557
5.6911,17.4188
5.6596,17.5212
5.6403,17.4649
5.6175,17.4530
5.5936,17.4560
5.5629,17.5335
5.5244,17.6903
5.5173,17.5089
5.4906,17.5364
5.4638,17.5642
5.4337,17.6213
5.4086,17.6287
5.3785,17.6806
5.3436,17.7722
5.3214,17.7495
5.2988,17.7317
5.2469,17.7505
5.2225,17.7474
5.1902,17.8037
5.1596,17.8450
5.1493,17.7377
5.1221,17.7541
5.0756,17.9040
5.0623,17.8211
5.0436,17.7779
5.0093,17.8384
4.9777,17.8790
4.9473,17.9096
4.9192,17.9253
4.8673,18.0841
4.8503,18.0302
4.8182,18.0653
4.7911,18.0707
4.7560,18.1208
4.7091,18.2343
4.6897,18.1946
4.6566,18.2290
4.6038,18.2247
4.5743,18.2387
4.5445,18.2531
4.5155,18.2626
4.4876,18.2670
4.4616,18.2616
4.3897,18.3434
4.3561,18.3718
4.3060,18.4733
4.2584,18.5610
4.2093,18.6524
4.2072,18.5379
4.1519,18.6533
4.0720,18.7472
4.0954,18.5319
4.0591,18.5641
4.0347,18.5478
3.9363,18.8233
3.9277,18.7422
3.8615,18.7714
3.7835,18.9540
3.7910,18.8146
3.7660,18.7975
3.7331,18.8092
3.6487,19.0053
3.5745,19.0519
3.5350,19.0822
3.4828,19.1555
3.4570,19.1375
3.4213,19.1530
3.3898,19.1540
3.2995,19.1420
3.2694,19.1378
-1.5264,10.5687
-1.4697,10.5381
-1.5072,10.5190
-1.7004,10.2999
-1.6875,10.2748
-1.7094,10.2525
-1.7611,10.2324
-1.7679,10.2087
-1.7913,10.1618
-1.8129,10.1389
-1.8295,10.1156
-1.8509,10.0925
-1.8723,10.0693
-1.8936,10.0459
-1.9111,9.9976
-1.9272,9.9737
-1.9432,9.9498
-1.9592,9.9257
-1.9751,9.9015
-1.9859,9.8771
-2.0017,9.8528
-2.0123,9.8282
-2.0130,9.8034
-2.0286,9.7788
-2.0440,9.7542
-2.0594,9.7295
-2.0798,9.7047
-2.1050,9.6799
-2.1150,9.6548
-2.1301,9.6297
-2.1501,9.6044
-2.1700,9.5791
-2.1849,9.5537
-2.2046,9.5281
-2.2243,9.5025
-2.2385,9.4512
-2.2580,9.4253
-2.2774,9.3992
-2.2971,9.3730
-2.3113,9.3468
-2.3255,9.3206
-2.3386,9.2684
-2.3625,9.2415
-2.3814,9.2147
-2.4001,9.1878
-2.4238,9.1605
-2.4424,9.1333
-2.4593,9.0798
-2.4776,9.0524
-2.5009,9.0245
-2.5240,8.9964
-2.5471,8.9682
-2.5701,8.9399
-2.5908,8.8848
-2.6085,8.8566
-2.6261,8.8282
-2.6487,8.7992
-2.6661,8.7706
-2.6884,8.7414
-2.7129,8.6846
-2.7350,8.6550
-2.7619,8.6247
-2.7837,8.5949
-2.8055,8.5648
-2.8271,8.5347
-2.8437,8.5050
-2.8739,8.4735
-2.8618,8.4472
-2.8830,8.4166
-2.9042,8.3858
-2.9302,8.3542
-2.9511,8.3232
-2.9720,8.2920
-2.9766,8.2630
-2.9887,8.2329
-3.0092,8.2014
-3.0346,8.1689
-3.0599,8.1364
-3.0850,8.1036
-3.1101,8.0707
-3.1088,8.0420
-3.1287,8.0097
-3.1534,7.9764
-3.1845,7.9417
-3.2090,7.9081
-3.2333,7.8743
-3.2625,7.8394
-3.2812,7.7766
-3.3100,7.7412
-3.3387,7.7057
-3.3672,7.6700
-3.3908,7.6351
-3.4191,7.5990
-3.4362,7.5346
-3.4592,7.4992
-3.4870,7.4625

# FrameTime=1781596344.90, PointCount=518
11.9318,12.5832
11.9581,12.6188
11.9799,12.6523
11.9443,12.6553
11.9201,12.6641
11.9109,12.6810
11.9205,12.7304
11.8480,12.7122
